"cycle_id","values","FPA","Accuracy","failures_25%_opt","failures_25%","exec_time_25%_opt","exec_time_25%","failures_50%_opt","failures_50%","exec_time_50%_opt","exec_time_50%","failures_75%_opt","failures_75%","exec_time_75%_opt","exec_time_75%"
"ae91ab56ac68bdb2a42b694167c8e6d77026210a",4,0.9099999999999999,1,0,0,0.006,0.006,0,0,0.024,0.3512,0,0,0.34199999999999997,0.6616000000000002
"be21e8fc35f564abe742026bc234d3bc59e84bf4",11,0.7636363636363636,0.909090909090909,0,0,0.006,0.5880000000000001,0,0,0.10400000000000001,1.3503666666666667,0,0,0.8389999999999999,2.246033333333333
"05a6beba76b3195b26f2b15919d4f3a95b22c580",10.000000000000002,0.7697835497835498,0.8999999999999996,0,0,0.002,0.004999999999999998,0,0,0.21699999999999994,2.229366666666667,0,0,0.7909999999999997,2.761433333333334
"e64b51c70fa9f5e2795e91e6729ebd895f7f3c01",21.000000000000007,0.8835598510017114,0.9523809523809523,0,0,0.004999999999999998,0.004999999999999998,0,0,0.041999999999999996,0.6083999999999999,0,0,0.13799999999999998,0.717
"dad86bc0a29689fd29bf03b382a39621718e8b05",101.99999999999999,0.8792075144052411,0.8058823529411765,0,0,0,0.0050333333333333315,0,0,0.023999999999999997,2.9119,0,0,0.20299999999999996,7.0254666666666665
"9c506279188a90dbbe124386cc52016682d17b5c",24,0.7705306122448978,0.9208333333333332,0,0,0.009999999999999995,4.369066666666665,0,0,0.07,5.526333333333335,0,0,0.2290000000000001,6.154833333333334
"b9f04d9be3e7ff300520da194fe29ed5c1861787",32,0.8927942890442893,0.8072916666666666,0,0,0,0.03403333333333333,0,0,0.020999999999999998,0.0361,0,0,0.13499999999999995,0.8075666666666664
"ad1b72b7ece0166c5fbe0c6136213589eeed9945",113.00000000000003,0.9016366107268485,0.8607669616519174,0,0,0,0.007000000000000001,0,0,0.016,0.0387,0,0,0.15400000000000005,8.223833333333333
"8eace0187ea2c0c1a6e3a5b5e24e701f6e23ae94",33,0.8966876845717935,0.8818181818181816,0,0,0.004999999999999998,0.024766666666666666,0,0,0.024999999999999994,0.03313333333333334,0,0,0.12000000000000004,0.8600666666666664
"72bbbbc559992e5e6bf17279d8194aaa80c62e85",14.999999999999998,0.8711559139784948,0.9666666666666666,0,0,0.004,0.0042000000000000015,0,0,0.082,1.745066666666666,0,0,0.7229999999999995,2.8147666666666664
"42f2058c83f256d8654b349d5249d6f59920f88b",107.99999999999999,0.915867770277359,0.9194444444444443,0,0,0,0.01879999999999999,0,0,0.032,0.05286666666666667,0,0,0.21099999999999997,8.608600000000003
"d5293751676da9816a415dbc8a3cf703ff13205d",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"feb7ba55120feb5e3ad3f526fae7dee1b5189d9e",1,1,1,0,0,0.09999999999999998,0.09999999999999998,0,0,0.09999999999999998,0.09999999999999998,0,0,0.09999999999999998,0.09999999999999998
"ff2672a57816d75a740813f8d26d830bd2f9b7cf",1,1,1,0,0,0.9259999999999996,0.9259999999999996,0,0,0.9259999999999996,0.9259999999999996,0,0,0.9259999999999996,0.9259999999999996
"bdb074610c87a210ea4c0d91d579cb4558f4b19f",1,1,1,0,0,0.89,0.89,0,0,0.89,0.89,0,0,0.89,0.89
"64d820bffae723b9c8669301b246ae199db61b5c",1,1,1,0,0,0.9190000000000002,0.9190000000000002,0,0,0.9190000000000002,0.9190000000000002,0,0,0.9190000000000002,0.9190000000000002
"09686fad46d49016057bae8f02dc79f409b7bd10",24,0.8515510204081633,0.8749999999999997,0,0,0.008,0.009999999999999995,0,0,0.06899999999999999,6.328733333333335,0,0,0.22799999999999998,7.252666666666667
"0807eedad6aa9544d90b2e7cec103fb9c40b714d",57.00000000000001,0.9103406191641025,0.8859649122807015,0,0,0.008,0.013799999999999998,0,0,0.07000000000000002,0.33393333333333336,0,0,0.26200000000000007,2.8478333333333334
"d58d64ddb1f205a54c7eb57fe0cbec9c59cad8d6",4,0.7722222222222221,1,0,0,0.031000000000000003,4.627900000000001,0,0,0.07399999999999997,4.6705,0,0,0.134,4.859999999999999
"d962a2b31c9a7216c2df557eaed3e475b13939f1",3,0.7928571428571427,1,0,0,0.010999999999999998,0.040299999999999996,0,0,0.010999999999999998,0.040299999999999996,0,0,0.051,0.08646666666666666
"3421e6adb4a3a4fadae79feb0f180e78e2698374",24,0.8397074829931972,0.9347222222222222,0,0,0.009999999999999995,0.010999999999999998,0,0,0.077,6.831733333333332,0,0,0.256,7.329766666666664
"9c5b6cdc7108eb071785b0c4edd205650cdf1ca4",40.00000000000001,0.9227582053598313,0.9591666666666665,0,0,0.008,0.015499999999999996,0,0,0.047999999999999994,1.0043333333333337,0,0,0.15699999999999995,6.799733333333335
"31d02f6806e4d2e9ca86706af33acca334bf2eef",4,0.7944444444444442,1,0,0,0.032,3.9905,0,0,0.07500000000000002,4.031666666666667,0,0,0.13,4.855
"db6f7c1d74ba64211221a69cfa9fe7171a9199e8",14.999999999999998,0.8347580645161287,1,0,0,0.004,0.0059,0,0,0.094,3.0897666666666663,0,0,0.748,4.2241333333333335
"78c373d7bc23e81c82cac6feb66a9f6b9472f8ab",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"8c99b8299df8f5af5136e4ad53ea5111f953db92",2,1,1,0,0,0.001,0.001,0,0,0.001,0.001,0,0,0.001,0.001
"1eecfc948bf6f4cbb9a2481313ca7368ec653056",5.000000000000001,0.9236363636363635,0.6000000000000002,0,0,0.006999999999999998,0.008633333333333337,0,0,0.020999999999999998,0.020999999999999998,0,0,0.05099999999999998,0.4510000000000002
"ac5a216f767c6defa4da720c6ecb3baa05e30254",1,1,1,0,0,0.278,0.278,0,0,0.278,0.278,0,0,0.278,0.278
"cac7a60abf0a4451a5c80ef57343a14ea1ba443f",113.00000000000003,0.9088680924173127,0.8920353982300884,0,0,0,0.009366666666666667,0,0,0.010999999999999998,0.030199999999999998,0,0,0.164,10.538533333333337
"d9a2c69a9d1db6072e1d7b7ea4fcbd5c15d20b5d",5.000000000000001,0.9436363636363637,0.7999999999999998,0,0,0.004,0.004,0,0,0.016,0.016,0,0,0.03999999999999998,0.566
"a3b74d9c230a85df8ebeef3169fc1cd0439c9a87",111.00000000000001,0.9174369917643461,0.8912912912912914,0,0,0,0.010699999999999998,0,0,0.019000000000000003,0.03743333333333334,0,0,0.179,12.441533333333332
"d0f6be9886afaee6080cd4b7cd5d165c767b71f0",1,1,0,0,0,0.060000000000000005,0.060000000000000005,0,0,0.060000000000000005,0.060000000000000005,0,0,0.060000000000000005,0.060000000000000005
"8ac857c41ec8ae02e57eb0c1c1a012525e7e14b9",1,1,1,0,0,0.335,0.335,0,0,0.335,0.335,0,0,0.335,0.335
"10d2363fcdd6e15568f765ba0dfd5f0cfa0b04eb",1,1,0,0,0,0.04399999999999999,0.04399999999999999,0,0,0.04399999999999999,0.04399999999999999,0,0,0.04399999999999999,0.04399999999999999
"5f4249e2ec8cccb17b27a7ffd032c4fc237a6927",1,1,0.5999999999999999,0,0,0.05200000000000001,0.05200000000000001,0,0,0.05200000000000001,0.05200000000000001,0,0,0.05200000000000001,0.05200000000000001
"8232c096cef785a2ba88a7324b882a7badb0af44",1,1,0.9666666666666665,0,0,0.053,0.053,0,0,0.053,0.053,0,0,0.053,0.053
"c6a410adf832e0e6eeee824365b1c5799bfc1391",1,1,1,0,0,0.07799999999999997,0.07799999999999997,0,0,0.07799999999999997,0.07799999999999997,0,0,0.07799999999999997,0.07799999999999997
"b10d58ece8657de1b132cbe2c766bc25f1fd2986",1,1,1,0,0,0.05800000000000001,0.05800000000000001,0,0,0.05800000000000001,0.05800000000000001,0,0,0.05800000000000001,0.05800000000000001
"a04151819758fceb7f0cb855d279c9d46b2e9851",1,1,1,0,0,0.05800000000000001,0.05800000000000001,0,0,0.05800000000000001,0.05800000000000001,0,0,0.05800000000000001,0.05800000000000001
"86a59601b570585dcb7a1ce3d1ccc8e16008f53a",4,0.9044444444444444,1,0,0,0,0,0,0,0.063,0.13233333333333333,0,0,0.15399999999999997,0.2264333333333333
"33bb9fe25b9200e75cc4bf2483b17a35df960034",57.999999999999986,0.9111375863567563,0.8965517241379309,0,0,0.002,0.018233333333333338,0,0,0.031000000000000003,0.04853333333333333,0,0,0.18299999999999997,4.898633333333334
"809e2bed22f02264e0ac58bba070f6d84386cfc5",1,1,1,0,0,1.232,1.232,0,0,1.232,1.232,0,0,1.232,1.232
"5acf310d08b2bc5182cf936616ef70938cb2c499",55.99999999999998,0.9263107991216982,0.9714285714285714,0,0,0,0.010833333333333332,0,0,0.029000000000000005,0.03189999999999999,0,0,0.198,7.05303333333333
"38140a5d8dffec88f7c88da73ce3989770e086e6",55.99999999999998,0.9283840131301706,0.9922619047619047,0,0,0,0.011266666666666664,0,0,0.03300000000000001,0.03396666666666668,0,0,0.21500000000000002,7.1042
"4a32861c326696e82efd3947384bd6d949faab28",45,0.9378053830227746,0.8562962962962962,0,0,0.004999999999999998,0.01786666666666666,0,0,0.062000000000000006,0.07066666666666666,0,0,0.21399999999999997,0.758933333333333
"103b64a373256feae6ca85f2bf220e7694e48fa4",55.99999999999998,0.9083616119945883,0.9470238095238093,0,0,0.006,0.026099999999999998,0,0,0.05700000000000001,0.06,0,0,0.24599999999999994,7.169333333333333
"6423a7665516d738ae50d272e3b4ca72cdb89a9d",55.99999999999998,0.9213803313593718,0.9107142857142857,0,0,0,0.01233333333333333,0,0,0.036,0.04216666666666666,0,0,0.22200000000000006,7.053266666666663
"91d6bd74fa358fdc8d7cb7681c76c509fd9a8e7d",17.999999999999996,0.8299826141931406,0.7148148148148147,0,0,0.017,0.024333333333333318,0,0,0.063,0.6624666666666665,0,0,0.16100000000000003,0.9130666666666665
"8f9271399aca64a6f5afe36d3eec365eb68e310e",25,0.9037043740573151,0.9786666666666665,0,0,0.006,0.010666666666666665,0,0,0.036,0.8333,0,0,0.12000000000000001,1.3106999999999995
"8274993e293a79fc75829df398233915a6387a4b",1,1,1,0,0,0.08999999999999996,0.08999999999999996,0,0,0.08999999999999996,0.08999999999999996,0,0,0.08999999999999996,0.08999999999999996
"e2dbe55d56bd6c1209276050f527d36717e33e1d",3,0.8523809523809522,1,0,0,0.010999999999999998,0.041999999999999996,0,0,0.010999999999999998,0.041999999999999996,0,0,0.05300000000000001,0.07966666666666665
"10325422e5a4735aa87a4d47bdb377e09fe963d2",6,0.7472527472527472,0.5555555555555556,0,0,0.012,0.04399999999999999,0,0,0.047,0.089,0,0,0.071,0.13033333333333333
"a945ecbbdda782b51d5c2c670345fbf4dffacab7",55.99999999999998,0.891414376649589,0.8952380952380953,0,0,0,0.019033333333333333,0,0,0.029000000000000005,0.045099999999999994,0,0,0.19399999999999998,6.971299999999997
"e4c72a5522aabfa6a660088aa9262d849756e464",1,1,0,0,0,0.04499999999999998,0.04499999999999998,0,0,0.04499999999999998,0.04499999999999998,0,0,0.04499999999999998,0.04499999999999998
"8c5335e6c67f88568099622cf37667d69db06524",55.99999999999998,0.9253082928560338,0.9285714285714286,0,0,0,0.012866666666666662,0,0,0.038000000000000006,0.04543333333333333,0,0,0.22299999999999998,7.044166666666668
"4f82195afdc4279c05826fc20f8642bfdaaafec3",111.00000000000001,0.9062482325374702,0.8603603603603605,0,0,0,0.005133333333333335,0,0,0.015,0.03670000000000001,0,0,0.23200000000000004,11.3899
"607e3447c92754d871a3f2eb8c472e45afed6c1c",36.999999999999986,0.8995846372688479,0.8918918918918918,0,0,0,0.006033333333333332,0,0,0.009,0.08290000000000003,0,0,0.08399999999999999,1.885033333333333
"aadb9a31ed969fc72cc87d486ec02383faa5bd06",98,0.9117846861864263,0.9306122448979592,0,0,0,0.007533333333333332,0,0,0.031000000000000003,0.041066666666666654,0,0,0.24000000000000007,13.248566666666665
"eb2b89efbe15ab0b70fd94f0ecd0aa03866fb4d2",101.99999999999999,0.9164808959340307,0.9562091503267972,0,0,0,0.010766666666666667,0,0,0.019000000000000003,0.03463333333333334,0,0,0.198,11.52806666666667
"151f2cd3d80c006f4ec228cdf610c3a35feb195d",6.999999999999997,0.8449999999999998,0.7142857142857142,0,0,0.006,0.011466666666666668,0,0,0.026000000000000006,0.09800000000000002,0,0,0.13,1.2225000000000006
"33884b226454324f27700f9069f4702b44ef8ced",6.999999999999997,0.8783333333333334,0.6761904761904761,0,0,0.009,0.011766666666666668,0,0,0.034,0.7777333333333334,0,0,0.14600000000000007,1.2984666666666667
"23108b1bd90de315aed37fa3fc1f38f8a56ab9ba",4,0.7666666666666663,1,0,0,0.006999999999999998,0.09999999999999998,0,0,0.05700000000000001,0.15000000000000008,0,0,0.136,0.157
"d6644e4fbe3d125eed2d85e58fc7133466042f10",55.99999999999998,0.9105651296382553,0.918452380952381,0,0,0,0.017299999999999992,0,0,0.029000000000000005,0.04116666666666665,0,0,0.22200000000000003,7.128433333333334
"96c8ea2fb3719e2f6e3d7a4d7b46718f26515a86",66,0.9224979001098406,0.8939393939393939,0,0,0.002,0.0282,0,0,0.041,0.05056666666666668,0,0,0.20900000000000007,3.5318333333333336
"dc53e49b4afa5d59c533cf2b4918402c37411fbd",1,1,0.6999999999999998,0,0,0.036,0.036,0,0,0.036,0.036,0,0,0.036,0.036
"f9cab271b3bc8c2fb6e2c51449ad3bc07e62e174",6.999999999999997,0.8761904761904762,0.8190476190476189,0,0,0.006,0.0076,0,0,0.027000000000000007,0.8929999999999997,0,0,0.13,1.3213999999999997
"383bc8eefae7e17d0bb0349ab2300488c655ec42",6.999999999999997,0.8947619047619046,0.8095238095238094,0,0,0.006,0.0069,0,0,0.027000000000000007,0.07533333333333328,0,0,0.068,0.21199999999999997
"eafeca43268f16aa9d4a179e44b9e7747699c1eb",1,1,1,0,0,0.053,0.053,0,0,0.053,0.053,0,0,0.053,0.053
"61bc7f27b498d919d0a534d00de2aa6d0ebf7447",44,0.9137090001134945,0.9545454545454546,0,0,0,0.02273333333333333,0,0,0.019000000000000003,0.02693333333333333,0,0,0.126,3.222333333333333
"9b481a97010a19e375cf423ffe25dda1b40e0e47",55.99999999999998,0.9213038126289173,0.9244047619047621,0,0,0.006999999999999999,0.026166666666666668,0,0,0.053,0.059,0,0,0.255,6.881433333333333
"cfdc3f767c0063224622af168e78c6b2d2c77388",20.000000000000004,0.9068292682926828,0.7316666666666668,0,0,0.004999999999999998,0.015399999999999997,0,0,0.026000000000000002,0.04639999999999998,0,0,0.09199999999999997,0.1785666666666667
"4733cb5b798cd72aed82a9118648b4a86c91539f",6.999999999999997,0.9269047619047618,1,0,0,0,0.0007000000000000001,0,0,0.009,0.009,0,0,0.05900000000000002,0.766
"3f103f8c9b72ef6ada41684c122ef7bd3cc90d22",1,1,1,0,0,0.11000000000000001,0.11000000000000001,0,0,0.11000000000000001,0.11000000000000001,0,0,0.11000000000000001,0.11000000000000001
"1f73bbeb67683e8852f889e8f11c8fb1b4d963a2",1,1,1,0,0,0.059000000000000004,0.059000000000000004,0,0,0.059000000000000004,0.059000000000000004,0,0,0.059000000000000004,0.059000000000000004
"1e5c2b87792b58f45fd3b33f1373925ebfe879a0",6,0.8315018315018317,0.5,0,0,0.013000000000000003,0.039466666666666664,0,0,0.04700000000000001,0.077,0,0,0.07300000000000004,0.10300000000000001
"a40b2a907a69e51675d7d0502b2608833c4da343",55.99999999999998,0.9245791469825004,0.9666666666666665,0,0,0.004,0.019966666666666667,0,0,0.041999999999999996,0.04939999999999999,0,0,0.22899999999999995,7.2451333333333325
"c37a911d3a1541adc25c8d76f717015b2266d123",55.99999999999998,0.9263612571251137,0.9285714285714286,0,0,0,0.011900000000000003,0,0,0.03500000000000001,0.03596666666666665,0,0,0.2249999999999999,7.074700000000001
"2dd459003e19e4bbc2811b10d38337f295fc5a19",1,1,0,0,0,0.05099999999999999,0.05099999999999999,0,0,0.05099999999999999,0.05099999999999999,0,0,0.05099999999999999,0.05099999999999999
"a069c490e8119189fa2b43d3b597b79b3d42a367",55.99999999999998,0.9181077694235591,0.9505952380952379,0,0,0.002,0.015266666666666668,0,0,0.03999999999999999,0.04309999999999999,0,0,0.22399999999999998,7.444833333333334
"d79e43216faba4b3e73536915bfddc550cc0f20f",55.99999999999998,0.9303158338323685,0.9577380952380953,0,0,0,0.009299999999999998,0,0,0.03500000000000001,0.036866666666666666,0,0,0.22000000000000003,6.9282666666666675
"ff4497aff8cc9de4e0b2c6e5e23e5b6550f76f29",55.99999999999998,0.9145624015791692,0.9410714285714289,0,0,0,0.011799999999999998,0,0,0.031000000000000003,0.031000000000000003,0,0,0.20499999999999996,7.060366666666663
"ea666d523021a3c33294030e7c6ac49a77be543a",1,1,1,0,0,0.086,0.086,0,0,0.086,0.086,0,0,0.086,0.086
"05647d46e9ac2bf674b320e8467616aa72954f3e",55.99999999999998,0.9033463082484972,0.9648809523809525,0,0,0.001,0.018800000000000004,0,0,0.031000000000000003,0.033000000000000015,0,0,0.21699999999999994,7.240866666666669
"8d95ae41975a2307501aa0f4a7eba296c59edce9",45,0.9374666879014705,0.9222222222222222,0,0,0.004999999999999998,0.013133333333333332,0,0,0.05700000000000001,0.0701666666666667,0,0,0.186,0.9359333333333335
"8d601ab71228f7c3dff950540e7ee6e4043e9053",45,0.9308754047884481,0.89037037037037,0,0,0.006,0.01103333333333333,0,0,0.05599999999999999,0.07729999999999998,0,0,0.1809999999999999,0.6577333333333336
"0095d8adf26b9469115b1be0358cb09d1fcb5fd4",17.999999999999996,0.8458511142721669,0.8888888888888888,0,0,0.008,0.03523333333333332,0,0,0.05200000000000001,0.6420000000000001,0,0,0.128,0.7570000000000001
"0f6a292a29fedd49741310cd517ac4ba907bf8d4",17.999999999999996,0.8044570886676154,0.9185185185185185,0,0,0.009999999999999997,0.009999999999999997,0,0,0.05400000000000001,0.6447333333333335,0,0,0.13899999999999996,0.7680666666666667
"c14890f08b9bb47ab8ad27f4dd4c714e32961d0d",14.999999999999998,0.7844892473118279,0.9177777777777776,0,0,0.003,0.003,0,0,0.079,4.0295999999999985,0,0,0.743,5.2058
"f3d2d55ab9b783af65f2050272cd0318a9ad23a2",14.999999999999998,0.8308333333333331,0.9977777777777778,0,0,0.0049999999999999975,0.0049999999999999975,0,0,0.08999999999999996,3.7478,0,0,0.842,4.7798
"efdff37fbacefe35c6f459b6f8a7483d3da85f8c",11,0.7885375494071147,1,0,0,0.006,0.006,0,0,0.10400000000000001,1.9499999999999997,0,0,0.9459999999999997,2.525233333333334
"33c104e1b4aee768558c63b2a43a88132ff93f6b",13.999999999999995,0.7864367816091951,1,0,0,0.004,0.004,0,0,0.179,4.616633333333334,0,0,0.821,5.235333333333335
"c0771cbc3c445a9d1d2a43ac4ce3c0edbc806957",1,1,1,0,0,1.177,1.177,0,0,1.177,1.177,0,0,1.177,1.177
"3aface95813003ff75505e2ed7d75b072228d3f8",1,1,1,0,0,0.207,0.207,0,0,0.207,0.207,0,0,0.207,0.207
"2c437a12bbc578442daaef85ab486d1e55763853",1,1,0,0,0,0.14600000000000007,0.14600000000000007,0,0,0.14600000000000007,0.14600000000000007,0,0,0.14600000000000007,0.14600000000000007
"ec700cf69db225654aadce932dc000bdab302ccd",14.999999999999998,0.7445967741935481,0.9333333333333332,0,0,0.004,0.006999999999999999,0,0,0.08399999999999999,4.461399999999999,0,0,0.7640000000000003,5.1678999999999995
"ab0570e63aae3027239dcd5d22caab95111a5de8",14.999999999999998,0.8188440860215053,0.9844444444444442,0,0,0.004,0.004,0,0,0.08600000000000001,4.0648,0,0,0.787,4.957333333333334
"f015fb2b31a5621689a57ce9d2d300e5f32357e1",1,1,1,0,0,0.083,0.083,0,0,0.083,0.083,0,0,0.083,0.083
"0f87dceb80b432b434dbd81ed4f1ab97c740efc1",64,0.9375398777579009,0.9281250000000001,0,0,0.001,0.0089,0,0,0.036999999999999984,0.044099999999999986,0,0,0.22000000000000003,6.7005
"c9a5e54a7c0b4c0be46940d136677a2c9f052ed7",55.99999999999998,0.9125063765608713,0.9494047619047619,0,0,0.004999999999999998,0.024966666666666675,0,0,0.043,0.044,0,0,0.21899999999999997,7.1174
